"","order.id","product.id","customer.id","ship.id","qty.purchased","profit","purchase.segment"
"4844","PQ-4844","AP-4844","ON-004844","OP-4844",3,43.2,"Corporate"
"4845","PZ-4845","AP-4845","DI-004845","TA-4845",5,88.8,"Consumer"
"4846","RS-4846","OL-4846","AS-004846","LM-4846",4,27.6,"Corporate"
"4847","AB-4847","AB-4847","ER-004847","DF-4847",4,14.4,"Corporate"
"4848","AB-4848","PZ-4848","LL-004848","DZ-4848",3,162.5,"Consumer"
"4849","RS-4849","CP-4849","CK-004849","JK-4849",2,36,"Consumer"
"4850","XP-4850","PZ-4850","ON-004850","JK-4850",1,54,"Consumer"
"4851","PQ-4851","CP-4851","NG-004851","OP-4851",4,24.9,"Consumer"
"4852","PQ-4852","OL-4852","ON-004852","MZ-4852",1,148.7,"Home Office"
"4853","CP-4853","AB-4853","IS-004853","JK-4853",2,57.2,"Home Office"
"4854","AB-4854","OL-4854","NT-004854","MZ-4854",1,128.9,"Home Office"
"4855","CP-4855","CP-4855","RY-004855","OP-4855",3,19.5,"Consumer"
"4856","AP-4856","AB-4856","ER-004856","LM-4856",4,14.4,"Corporate"
"4857","PZ-4857","XP-4857","AN-004857","PQ-4857",1,167.5,"Consumer"
"4858","AB-4858","RS-4858","IN-004858","TA-4858",1,72,"Corporate"
"4859","RS-4859","PZ-4859","BS-004859","TA-4859",1,54,"Consumer"
"4860","OL-4860","CP-4860","IN-004860","PQ-4860",1,32.9,"Consumer"
"4861","OL-4861","PQ-4861","EZ-004861","OP-4861",5,127.9,"Consumer"
"4862","CP-4862","PZ-4862","NE-004862","LP-4862",1,55.8,"Consumer"
"4863","AB-4863","PQ-4863","ER-004863","LP-4863",3,99.4,"Consumer"
"4864","PZ-4864","AB-4864","EE-004864","PQ-4864",1,33.5,"Consumer"
"4865","CP-4865","PQ-4865","CH-004865","TA-4865",4,19.1,"Corporate"
"4866","OL-4866","AB-4866","CY-004866","DF-4866",2,150,"Corporate"
"4867","PZ-4867","OL-4867","ER-004867","LM-4867",1,72,"Consumer"
"4868","PZ-4868","XP-4868","RR-004868","DZ-4868",5,10.8,"Home Office"
"4869","PZ-4869","OL-4869","TO-004869","DF-4869",1,31.7,"Corporate"
"4870","XP-4870","AB-4870","AR-004870","JK-4870",2,127.9,"Consumer"
"4871","AB-4871","AP-4871","ER-004871","DZ-4871",1,58.6,"Consumer"
"4872","AP-4872","AB-4872","MS-004872","PQ-4872",1,124.7,"Consumer"
"4873","RS-4873","PZ-4873","SE-004873","LP-4873",4,23,"Consumer"
"4874","RS-4874","XP-4874","LE-004874","OP-4874",4,14.4,"Consumer"
"4875","XP-4875","RS-4875","ER-004875","DZ-4875",3,132.5,"Consumer"
"4876","XP-4876","AB-4876","LE-004876","OP-4876",2,36,"Home Office"
"4877","CP-4877","PZ-4877","ON-004877","DZ-4877",2,27,"Corporate"
"4878","CP-4878","PQ-4878","ON-004878","LP-4878",1,29.4,"Consumer"
"4879","AP-4879","AP-4879","TO-004879","OP-4879",5,116.4,"Consumer"
"4880","AB-4880","PQ-4880","LE-004880","JK-4880",1,58.6,"Consumer"
"4881","OL-4881","PQ-4881","ER-004881","DF-4881",5,78.3,"Consumer"
"4882","RS-4882","OL-4882","AN-004882","PQ-4882",2,34.7,"Consumer"
"4883","PZ-4883","XP-4883","TH-004883","PQ-4883",3,23.8,"Consumer"
"4884","AP-4884","PZ-4884","CH-004884","LM-4884",1,157.5,"Consumer"
"4885","RS-4885","OL-4885","RD-004885","AX-4885",1,72,"Consumer"
"4886","AP-4886","PZ-4886","ER-004886","MZ-4886",5,10.8,"Consumer"
"4887","CP-4887","XP-4887","AN-004887","DZ-4887",3,27.2,"Consumer"
"4888","RS-4888","AP-4888","NN-004888","JK-4888",2,146.4,"Consumer"
"4889","XP-4889","PQ-4889","NN-004889","MZ-4889",3,55.8,"Home Office"
"4890","PZ-4890","AB-4890","LD-004890","LP-4890",5,88.8,"Home Office"
"4891","AB-4891","AB-4891","CY-004891","LM-4891",3,33.5,"Corporate"
"4892","XP-4892","CP-4892","SS-004892","JK-4892",5,8.5,"Consumer"
"4893","PZ-4893","CP-4893","LY-004893","DZ-4893",1,165,"Consumer"
"4894","CP-4894","PQ-4894","EN-004894","TA-4894",2,36,"Home Office"
"4895","CP-4895","PQ-4895","LL-004895","LM-4895",5,10.8,"Consumer"
"4896","RS-4896","CP-4896","ER-004896","LM-4896",2,31.7,"Corporate"
"4897","PQ-4897","RS-4897","EE-004897","DZ-4897",2,137.1,"Consumer"
"4898","OL-4898","AB-4898","ER-004898","OP-4898",2,46,"Consumer"
"4899","PZ-4899","PZ-4899","TT-004899","OP-4899",1,120.5,"Consumer"
"4900","PQ-4900","AB-4900","NG-004900","OP-4900",5,25.3,"Consumer"
"4901","PQ-4901","PZ-4901","RN-004901","PQ-4901",1,34.5,"Consumer"
"4902","OL-4902","CP-4902","ON-004902","TA-4902",5,157.5,"Corporate"
"4903","AB-4903","RS-4903","AN-004903","DZ-4903",3,24,"Home Office"
"4904","AB-4904","PZ-4904","IE-004904","LP-4904",5,10.8,"Home Office"
"4905","PZ-4905","XP-4905","LD-004905","DF-4905",5,28.3,"Consumer"
"4906","CP-4906","XP-4906","IN-004906","LP-4906",2,127.9,"Corporate"
"4907","PZ-4907","AB-4907","AN-004907","LP-4907",2,51.6,"Corporate"
"4908","AB-4908","AB-4908","ER-004908","LM-4908",1,128.9,"Consumer"
"4909","RS-4909","XP-4909","TZ-004909","DF-4909",1,35.8,"Corporate"
"4910","OL-4910","AB-4910","AN-004910","OP-4910",4,23.8,"Consumer"
"4911","PQ-4911","RS-4911","EK-004911","DZ-4911",2,155,"Consumer"
"4912","XP-4912","RS-4912","ON-004912","AX-4912",3,24,"Consumer"
"4913","PZ-4913","AB-4913","IN-004913","AX-4913",2,27,"Corporate"
"4914","OL-4914","PZ-4914","PE-004914","PQ-4914",3,16.9,"Consumer"
"4915","OL-4915","OL-4915","MS-004915","LM-4915",5,104.8,"Home Office"
"4916","XP-4916","PQ-4916","EZ-004916","AX-4916",1,58.6,"Consumer"
"4917","OL-4917","RS-4917","AK-004917","LM-4917",4,122.6,"Home Office"
"4918","CP-4918","RS-4918","TZ-004918","LM-4918",3,33.5,"Consumer"
"4919","AP-4919","CP-4919","ER-004919","AX-4919",2,28.6,"Consumer"
"4920","PQ-4920","OL-4920","ON-004920","LP-4920",3,132.5,"Consumer"
"4921","RS-4921","PZ-4921","EZ-004921","LP-4921",1,72,"Consumer"
"4922","XP-4922","AP-4922","TT-004922","TA-4922",2,27,"Consumer"
"4923","XP-4923","AP-4923","CH-004923","AX-4923",1,31.7,"Consumer"
"4924","XP-4924","AB-4924","RT-004924","AX-4924",5,139.5,"Consumer"
"4925","CP-4925","RS-4925","TS-004925","JK-4925",3,39,"Consumer"
"4926","OL-4926","OL-4926","TH-004926","TA-4926",3,124.7,"Home Office"
"4927","PQ-4927","PZ-4927","ON-004927","DZ-4927",5,13.6,"Corporate"
"4928","OL-4928","RS-4928","IG-004928","JK-4928",1,33.3,"Corporate"
"4929","XP-4929","PZ-4929","GE-004929","LM-4929",3,140,"Home Office"
"4930","AB-4930","PZ-4930","ED-004930","OP-4930",1,72,"Consumer"
"4931","RS-4931","RS-4931","SE-004931","AX-4931",2,27,"Consumer"
"4932","AB-4932","RS-4932","NK-004932","LP-4932",4,11.2,"Home Office"
"4933","PQ-4933","PQ-4933","EN-004933","PQ-4933",3,123.3,"Consumer"
"4934","AP-4934","RS-4934","MS-004934","OP-4934",1,57.2,"Corporate"
"4935","OL-4935","CP-4935","IE-004935","LP-4935",2,109.9,"Home Office"
"4936","OL-4936","PQ-4936","MS-004936","PQ-4936",1,32.3,"Home Office"
"4937","CP-4937","PZ-4937","AY-004937","LP-4937",5,32.1,"Corporate"
"4938","XP-4938","AB-4938","ER-004938","DZ-4938",2,150,"Home Office"
"4939","AB-4939","AP-4939","SS-004939","TA-4939",5,14.4,"Consumer"
"4940","AP-4940","PQ-4940","LO-004940","DZ-4940",2,27,"Corporate"
"4941","OL-4941","PQ-4941","AN-004941","OP-4941",2,31.7,"Consumer"
"4942","OL-4942","CP-4942","NK-004942","JK-4942",5,127.9,"Home Office"
"4943","AP-4943","PZ-4943","ER-004943","DZ-4943",3,55.8,"Corporate"
"4944","CP-4944","PZ-4944","EN-004944","LP-4944",5,120.5,"Consumer"
"4945","RS-4945","OL-4945","LD-004945","PQ-4945",2,27.6,"Home Office"
"4946","PQ-4946","XP-4946","IG-004946","AX-4946",3,30.9,"Corporate"
"4947","PZ-4947","PQ-4947","IE-004947","OP-4947",2,160,"Home Office"
"4948","AB-4948","CP-4948","NN-004948","PQ-4948",4,18,"Corporate"
"4949","OL-4949","PZ-4949","ON-004949","TA-4949",2,27,"Corporate"
"4950","AB-4950","PQ-4950","ND-004950","DF-4950",2,29.4,"Consumer"
"4951","OL-4951","XP-4951","RD-004951","PQ-4951",2,141.8,"Consumer"
"4952","AP-4952","AB-4952","IS-004952","MZ-4952",4,37.6,"Consumer"
"4953","XP-4953","AP-4953","UN-004953","MZ-4953",1,124.7,"Consumer"
"4954","AP-4954","PZ-4954","IG-004954","MZ-4954",4,32.3,"Consumer"
"4955","XP-4955","OL-4955","TE-004955","LP-4955",2,26.2,"Consumer"
"4956","PZ-4956","AB-4956","EY-004956","LP-4956",4,120,"Home Office"
"4957","AB-4957","XP-4957","EN-004957","JK-4957",3,24,"Consumer"
"4958","RS-4958","PQ-4958","ZO-004958","TA-4958",1,54,"Home Office"
"4959","AP-4959","XP-4959","ER-004959","MZ-4959",1,31.7,"Consumer"
"4960","PQ-4960","AB-4960","RY-004960","AX-4960",4,132.5,"Consumer"
"4961","AP-4961","PZ-4961","AM-004961","LP-4961",2,57.2,"Consumer"
"4962","AB-4962","XP-4962","EE-004962","DZ-4962",3,105.7,"Corporate"
"4963","PZ-4963","PZ-4963","SE-004963","TA-4963",5,13.6,"Consumer"
"4964","AP-4964","RS-4964","CH-004964","DF-4964",4,19.1,"Corporate"
"4965","AB-4965","PZ-4965","ON-004965","LM-4965",4,160,"Corporate"
"4966","AP-4966","XP-4966","BS-004966","TA-4966",4,18,"Consumer"
"4967","AP-4967","AB-4967","ER-004967","OP-4967",4,13.5,"Corporate"
"4968","AP-4968","RS-4968","RI-004968","AX-4968",1,31.7,"Consumer"
"4969","CP-4969","PQ-4969","RT-004969","LP-4969",1,141.8,"Consumer"
"4970","PZ-4970","PZ-4970","NG-004970","MZ-4970",3,39,"Home Office"
"4971","PQ-4971","CP-4971","TT-004971","TA-4971",2,118.3,"Consumer"
"4972","PQ-4972","AP-4972","VE-004972","DZ-4972",4,32.3,"Corporate"
"4973","RS-4973","CP-4973","ON-004973","DZ-4973",5,8.5,"Consumer"
"4974","OL-4974","AB-4974","ST-004974","OP-4974",5,157.5,"Corporate"
"4975","AP-4975","PQ-4975","SE-004975","LP-4975",1,72,"Consumer"
"4976","XP-4976","CP-4976","EY-004976","JK-4976",1,54,"Home Office"
"4977","RS-4977","CP-4977","LE-004977","OP-4977",5,28.3,"Corporate"
"4978","PZ-4978","PQ-4978","AN-004978","DF-4978",4,114,"Consumer"
"4979","XP-4979","AP-4979","ER-004979","AX-4979",4,43.2,"Consumer"
"4980","PZ-4980","PQ-4980","TE-004980","MZ-4980",1,124.7,"Consumer"
"4981","AP-4981","OL-4981","ER-004981","MZ-4981",3,30,"Corporate"
"4982","PZ-4982","AB-4982","NG-004982","DF-4982",2,35.6,"Consumer"
"4983","CP-4983","AP-4983","NG-004983","JK-4983",1,160,"Consumer"
"4984","OL-4984","XP-4984","ON-004984","LM-4984",1,72,"Consumer"
"4985","OL-4985","PZ-4985","RT-004985","DZ-4985",5,10.8,"Consumer"
"4986","RS-4986","RS-4986","NA-004986","OP-4986",2,27.2,"Consumer"
"4987","RS-4987","PQ-4987","CH-004987","JK-4987",4,132.5,"Corporate"
"4988","PZ-4988","OL-4988","CH-004988","DF-4988",3,43.2,"Home Office"
"4989","CP-4989","AB-4989","WN-004989","MZ-4989",3,124.7,"Corporate"
"4990","PZ-4990","OL-4990","LE-004990","OP-4990",4,23,"Consumer"
"4991","RS-4991","CP-4991","LL-004991","DZ-4991",4,14.4,"Corporate"
"4992","XP-4992","CP-4992","PP-004992","PQ-4992",2,155,"Corporate"
"4993","OL-4993","AP-4993","RE-004993","MZ-4993",2,36,"Consumer"
"4994","OL-4994","XP-4994","ER-004994","JK-4994",1,54,"Consumer"
"4995","CP-4995","AP-4995","CH-004995","LP-4995",1,28.3,"Consumer"
"4996","RS-4996","RS-4996","IN-004996","LP-4996",5,116.4,"Consumer"
"4997","CP-4997","PZ-4997","LD-004997","LP-4997",5,32,"Corporate"
"4998","AP-4998","CP-4998","CE-004998","JK-4998",1,120.5,"Consumer"
"4999","CP-4999","OL-4999","TT-004999","DZ-4999",3,33.5,"Consumer"
"5000","AB-5000","AB-5000","ON-005000","DZ-5000",1,33.3,"Home Office"
"5001","RS-5001","XP-5001","EE-005001","PQ-5001",2,160,"Consumer"
"5002","RS-5002","XP-5002","IN-005002","MZ-5002",1,72,"Home Office"
"5003","PZ-5003","AP-5003","TT-005003","DF-5003",3,18,"Corporate"
"5004","CP-5004","OL-5004","NN-005004","LP-5004",4,29.4,"Corporate"
"5005","XP-5005","PZ-5005","NS-005005","JK-5005",5,139.5,"Home Office"
"5006","PZ-5006","AB-5006","AM-005006","LM-5006",2,51.6,"Home Office"
"5007","OL-5007","AB-5007","RR-005007","OP-5007",2,118.3,"Corporate"
"5008","XP-5008","AP-5008","ND-005008","DF-5008",1,31.2,"Consumer"
"5009","AB-5009","OL-5009","LD-005009","OP-5009",2,35.6,"Corporate"
"5010","AP-5010","XP-5010","ER-005010","MZ-5010",4,150,"Consumer"
"5011","AP-5011","RS-5011","PO-005011","DZ-5011",2,36,"Home Office"
"5012","AP-5012","XP-5012","OK-005012","DF-5012",2,27,"Corporate"
"5013","AP-5013","OL-5013","UM-005013","DZ-5013",5,28.3,"Corporate"
"5014","PQ-5014","AP-5014","NG-005014","OP-5014",1,139.5,"Consumer"
"5015","AB-5015","PQ-5015","RY-005015","JK-5015",3,51.6,"Consumer"
"5016","XP-5016","AP-5016","IS-005016","MZ-5016",3,124.7,"Consumer"
"5017","CP-5017","RS-5017","BS-005017","MZ-5017",1,33.5,"Consumer"
"5018","PQ-5018","OL-5018","SS-005018","JK-5018",4,28.6,"Consumer"
"5019","RS-5019","CP-5019","LE-005019","TA-5019",4,140,"Consumer"
"5020","AB-5020","OL-5020","NG-005020","DZ-5020",5,14.4,"Consumer"
"5021","RS-5021","CP-5021","ET-005021","JK-5021",4,13.5,"Consumer"
"5022","XP-5022","AB-5022","TZ-005022","DZ-5022",5,22.6,"Consumer"
"5023","AB-5023","PQ-5023","ON-005023","AX-5023",2,127.9,"Home Office"
"5024","RS-5024","PZ-5024","IS-005024","JK-5024",3,47.4,"Consumer"
"5025","PZ-5025","OL-5025","GE-005025","MZ-5025",4,88.8,"Home Office"
"5026","OL-5026","CP-5026","EE-005026","MZ-5026",1,32.3,"Corporate"
"5027","RS-5027","RS-5027","PE-005027","DF-5027",3,30.9,"Consumer"
"5028","PZ-5028","RS-5028","MS-005028","LP-5028",1,167.5,"Home Office"
"5029","RS-5029","OL-5029","ON-005029","AX-5029",3,24,"Consumer"
"5030","CP-5030","XP-5030","CH-005030","LP-5030",2,27,"Consumer"
"5031","CP-5031","OL-5031","RR-005031","LM-5031",3,30.6,"Home Office"
"5032","PQ-5032","PQ-5032","LE-005032","MZ-5032",1,146.4,"Consumer"
"5033","AP-5033","CP-5033","LY-005033","DF-5033",3,51.6,"Consumer"
"5034","PQ-5034","CP-5034","DO-005034","MZ-5034",1,122.6,"Corporate"
"5035","OL-5035","CP-5035","TH-005035","PQ-5035",5,19.5,"Home Office"
"5036","XP-5036","XP-5036","AB-005036","DZ-5036",2,28.6,"Home Office"
"5037","PQ-5037","AP-5037","AS-005037","TA-5037",5,132.5,"Corporate"
"5038","CP-5038","XP-5038","AN-005038","DF-5038",1,72,"Corporate"
"5039","CP-5039","XP-5039","IN-005039","DZ-5039",5,10.8,"Consumer"
"5040","AP-5040","OL-5040","IO-005040","JK-5040",5,22.6,"Consumer"
"5041","RS-5041","PQ-5041","TZ-005041","MZ-5041",4,123.3,"Home Office"
"5042","CP-5042","PQ-5042","NN-005042","LM-5042",3,55.8,"Home Office"
"5043","AP-5043","OL-5043","BS-005043","MZ-5043",3,112,"Consumer"
"5044","AP-5044","XP-5044","MI-005044","DF-5044",4,18.3,"Corporate"
"5045","XP-5045","OL-5045","KS-005045","DF-5045",1,36.8,"Consumer"
"5046","AB-5046","XP-5046","ON-005046","TA-5046",3,147.5,"Corporate"
"5047","AB-5047","AB-5047","DE-005047","MZ-5047",5,14.4,"Corporate"
"5048","CP-5048","PQ-5048","EP-005048","DF-5048",4,13.5,"Home Office"
"5049","OL-5049","AB-5049","RI-005049","OP-5049",2,22.6,"Consumer"
"5050","PQ-5050","AP-5050","LL-005050","OP-5050",2,132.5,"Consumer"
"5051","XP-5051","OL-5051","TT-005051","JK-5051",3,47.4,"Corporate"
"5052","XP-5052","AP-5052","ER-005052","OP-5052",2,114.1,"Corporate"
"5053","RS-5053","OL-5053","ON-005053","TA-5053",4,32.3,"Consumer"
"5054","XP-5054","CP-5054","DT-005054","AX-5054",5,14.4,"Home Office"
"5055","OL-5055","AB-5055","VA-005055","PQ-5055",1,162.5,"Consumer"
"5056","XP-5056","CP-5056","CY-005056","JK-5056",1,72,"Corporate"
"5057","CP-5057","AP-5057","PO-005057","TA-5057",3,18,"Home Office"
"5058","OL-5058","RS-5058","ZA-005058","MZ-5058",3,27.2,"Home Office"
"5059","CP-5059","CP-5059","ON-005059","LP-5059",3,130.2,"Corporate"
"5060","CP-5060","PQ-5060","NT-005060","OP-5060",4,32,"Home Office"
"5061","CP-5061","PZ-5061","NG-005061","LP-5061",1,120.5,"Corporate"
"5062","AB-5062","PQ-5062","TE-005062","TA-5062",5,7.8,"Consumer"
"5063","PZ-5063","AB-5063","NT-005063","MZ-5063",3,23.8,"Consumer"
"5064","RS-5064","AP-5064","RI-005064","OP-5064",2,150,"Consumer"
"5065","AB-5065","AP-5065","ER-005065","LM-5065",2,36,"Consumer"
"5066","OL-5066","XP-5066","OV-005066","LP-5066",3,18,"Corporate"
"5067","RS-5067","AB-5067","DT-005067","MZ-5067",4,29.4,"Corporate"
"5068","PZ-5068","OL-5068","LE-005068","DF-5068",3,144.1,"Corporate"
"5069","OL-5069","CP-5069","NO-005069","TA-5069",4,54.4,"Corporate"
"5070","PZ-5070","RS-5070","LL-005070","MZ-5070",5,99.4,"Consumer"
"5071","RS-5071","PZ-5071","IN-005071","DZ-5071",3,30,"Consumer"
"5072","RS-5072","AB-5072","LS-005072","MZ-5072",5,32.1,"Corporate"
"5073","AB-5073","OL-5073","IN-005073","TA-5073",1,167.5,"Corporate"
"5074","RS-5074","PZ-5074","TT-005074","AX-5074",5,14.4,"Corporate"
"5075","CP-5075","AP-5075","NT-005075","TA-5075",1,54,"Corporate"
"5076","RS-5076","RS-5076","EN-005076","DF-5076",1,32.9,"Consumer"
"5077","PZ-5077","XP-5077","IS-005077","AX-5077",5,104.8,"Corporate"
"5078","XP-5078","PZ-5078","SS-005078","LM-5078",1,54.4,"Home Office"
"5079","OL-5079","XP-5079","IS-005079","DZ-5079",3,112,"Consumer"
"5080","AB-5080","AP-5080","LE-005080","TA-5080",1,35.8,"Consumer"
"5081","PZ-5081","PQ-5081","ER-005081","LP-5081",1,33.3,"Consumer"
"5082","OL-5082","CP-5082","RD-005082","JK-5082",1,157.5,"Consumer"
"5083","RS-5083","RS-5083","DI-005083","PQ-5083",4,18,"Consumer"
"5084","AP-5084","AP-5084","NS-005084","JK-5084",4,13.5,"Consumer"
"5085","AB-5085","AB-5085","SE-005085","TA-5085",1,32.9,"Corporate"
"5086","PQ-5086","PZ-5086","NG-005086","OP-5086",4,141.8,"Consumer"
"5087","RS-5087","AB-5087","PO-005087","OP-5087",3,51.6,"Corporate"
"5088","OL-5088","RS-5088","NN-005088","MZ-5088",1,122.6,"Consumer"
"5089","OL-5089","PZ-5089","ER-005089","PQ-5089",2,32.3,"Corporate"
"5090","XP-5090","XP-5090","LS-005090","PQ-5090",2,35.6,"Consumer"
"5091","XP-5091","PZ-5091","RY-005091","DZ-5091",3,155,"Corporate"
"5092","AP-5092","XP-5092","AN-005092","LM-5092",1,72,"Home Office"
"5093","CP-5093","AP-5093","IE-005093","OP-5093",5,10.8,"Home Office"
"5094","PZ-5094","RS-5094","DO-005094","TA-5094",3,23.7,"Corporate"
"5095","AP-5095","RS-5095","LE-005095","DZ-5095",2,137.1,"Corporate"
"5096","PQ-5096","PZ-5096","IE-005096","DF-5096",3,47.4,"Home Office"
"5097","CP-5097","AP-5097","YE-005097","AX-5097",5,120.5,"Home Office"
"5098","AP-5098","XP-5098","ON-005098","JK-5098",1,32.3,"Corporate"
"5099","RS-5099","AB-5099","ON-005099","JK-5099",1,35.6,"Consumer"
"5100","PQ-5100","OL-5100","NG-005100","PQ-5100",5,132.5,"Consumer"
"5101","AP-5101","CP-5101","RR-005101","LM-5101",2,36,"Home Office"
"5102","AP-5102","OL-5102","AN-005102","DF-5102",3,18,"Home Office"
"5103","OL-5103","AP-5103","ER-005103","AX-5103",4,29.4,"Home Office"
"5104","OL-5104","AP-5104","DE-005104","TA-5104",2,132.5,"Corporate"
"5105","AB-5105","AP-5105","ND-005105","LP-5105",1,57.2,"Corporate"
"5106","AB-5106","XP-5106","TH-005106","LM-5106",5,78.3,"Home Office"
"5107","AB-5107","AB-5107","RN-005107","PQ-5107",4,32.3,"Consumer"
"5108","AP-5108","AB-5108","IN-005108","LM-5108",2,30.9,"Consumer"
"5109","OL-5109","AP-5109","ER-005109","PQ-5109",3,132.5,"Consumer"
"5110","CP-5110","AB-5110","CH-005110","TA-5110",1,72,"Consumer"
"5111","PQ-5111","OL-5111","EE-005111","TA-5111",1,54,"Consumer"
"5112","PQ-5112","PZ-5112","ER-005112","OP-5112",5,11.2,"Home Office"
"5113","PQ-5113","OL-5113","EN-005113","DZ-5113",1,146.4,"Consumer"
"5114","PQ-5114","AP-5114","NG-005114","OP-5114",5,46,"Home Office"
"5115","RS-5115","PZ-5115","ON-005115","TA-5115",4,88.8,"Consumer"
"5116","RS-5116","AB-5116","CK-005116","PQ-5116",3,23,"Home Office"
"5117","OL-5117","XP-5117","AM-005117","DF-5117",4,19.1,"Corporate"
"5118","CP-5118","PQ-5118","RT-005118","LP-5118",4,150,"Consumer"
"5119","RS-5119","AP-5119","IN-005119","DF-5119",3,24,"Consumer"
"5120","PQ-5120","OL-5120","EY-005120","MZ-5120",2,27,"Consumer"
"5121","PZ-5121","XP-5121","TE-005121","AX-5121",3,23.7,"Corporate"
"5122","XP-5122","XP-5122","KY-005122","AX-5122",4,104.8,"Consumer"
"5123","PZ-5123","PZ-5123","EL-005123","JK-5123",3,39,"Consumer"
"5124","RS-5124","PQ-5124","ER-005124","OP-5124",1,122.6,"Consumer"
"5125","XP-5125","CP-5125","LY-005125","MZ-5125",4,27.6,"Home Office"
"5126","CP-5126","XP-5126","LA-005126","PQ-5126",4,33.3,"Corporate"
"5127","AP-5127","AB-5127","IN-005127","JK-5127",5,145,"Home Office"
"5128","OL-5128","AB-5128","CH-005128","PQ-5128",1,72,"Consumer"
"5129","CP-5129","RS-5129","NE-005129","LP-5129",3,18,"Corporate"
"5130","XP-5130","PQ-5130","EY-005130","LM-5130",4,24.9,"Corporate"
"5131","AP-5131","PZ-5131","CH-005131","LM-5131",4,123.3,"Consumer"
"5132","RS-5132","XP-5132","EN-005132","PQ-5132",3,39,"Consumer"
"5133","PZ-5133","AB-5133","CH-005133","TA-5133",5,88.8,"Consumer"
"5134","OL-5134","OL-5134","EZ-005134","PQ-5134",4,13.6,"Consumer"
"5135","OL-5135","AP-5135","LE-005135","JK-5135",3,20.3,"Corporate"
"5136","PQ-5136","AB-5136","VE-005136","DZ-5136",2,165,"Corporate"
"5137","XP-5137","AB-5137","LY-005137","MZ-5137",5,14.4,"Consumer"
"5138","CP-5138","PQ-5138","LY-005138","AX-5138",4,13.5,"Consumer"
"5139","PZ-5139","CP-5139","IS-005139","JK-5139",2,22.6,"Corporate"
"5140","CP-5140","CP-5140","NO-005140","LP-5140",5,93.3,"Corporate"
"5141","RS-5141","CP-5141","AR-005141","LP-5141",3,43.2,"Consumer"
"5142","PZ-5142","OL-5142","RD-005142","AX-5142",2,118.3,"Home Office"
"5143","OL-5143","XP-5143","CY-005143","OP-5143",3,30,"Corporate"
"5144","AB-5144","PQ-5144","EK-005144","LP-5144",3,27.4,"Corporate"
"5145","AP-5145","PQ-5145","ER-005145","MZ-5145",2,145,"Consumer"
"5146","XP-5146","OL-5146","TT-005146","MZ-5146",3,24,"Consumer"
"5147","PQ-5147","AB-5147","RN-005147","DZ-5147",4,13.5,"Consumer"
"5148","PZ-5148","PQ-5148","IN-005148","LM-5148",1,31.7,"Consumer"
"5149","XP-5149","CP-5149","ER-005149","AX-5149",4,132.5,"Consumer"
"5150","XP-5150","CP-5150","AN-005150","JK-5150",2,57.2,"Home Office"
"5151","XP-5151","PQ-5151","ND-005151","PQ-5151",5,78.3,"Consumer"
"5152","CP-5152","PQ-5152","TZ-005152","AX-5152",5,13.6,"Consumer"
"5153","PZ-5153","OL-5153","IN-005153","TA-5153",1,36.8,"Consumer"
"5154","PQ-5154","CP-5154","CO-005154","MZ-5154",2,165,"Consumer"
"5155","RS-5155","AB-5155","RT-005155","MZ-5155",2,36,"Consumer"
"5156","PQ-5156","CP-5156","GS-005156","TA-5156",4,13.5,"Consumer"
"5157","CP-5157","OL-5157","ER-005157","MZ-5157",4,15.8,"Home Office"
"5158","XP-5158","XP-5158","LL-005158","LP-5158",2,137.1,"Corporate"
"5159","AP-5159","CP-5159","MI-005159","PQ-5159",3,47.4,"Corporate"
"5160","AP-5160","PQ-5160","LE-005160","OP-5160",1,126.8,"Consumer"
"5161","PZ-5161","OL-5161","EY-005161","LP-5161",1,35.8,"Corporate"
"5162","RS-5162","AP-5162","EY-005162","OP-5162",4,28.6,"Consumer"
"5163","AP-5163","CP-5163","NG-005163","DF-5163",4,150,"Consumer"
"5164","OL-5164","RS-5164","PP-005164","OP-5164",1,72,"Corporate"
"5165","PQ-5165","PQ-5165","LL-005165","DZ-5165",3,18,"Consumer"
"5166","CP-5166","OL-5166","TZ-005166","OP-5166",3,30.6,"Home Office"
"5167","CP-5167","RS-5167","AN-005167","LP-5167",5,104.8,"Corporate"
"5168","XP-5168","AP-5168","IO-005168","AX-5168",3,55.8,"Consumer"
"5169","PQ-5169","PZ-5169","WD-005169","TA-5169",5,99.4,"Consumer"
"5170","PQ-5170","PZ-5170","NO-005170","MZ-5170",4,32.3,"Consumer"
"5171","AP-5171","OL-5171","ER-005171","LM-5171",5,20.3,"Consumer"
"5172","RS-5172","CP-5172","CK-005172","LP-5172",2,145,"Corporate"
"5173","OL-5173","AB-5173","TT-005173","TA-5173",4,18,"Consumer"
"5174","CP-5174","PZ-5174","ES-005174","TA-5174",2,27,"Home Office"
"5175","AP-5175","AP-5175","AN-005175","LP-5175",1,28.3,"Home Office"
"5176","OL-5176","CP-5176","ER-005176","LP-5176",4,114,"Corporate"
"5177","AP-5177","XP-5177","PS-005177","JK-5177",3,47.4,"Corporate"
"5178","AB-5178","CP-5178","LE-005178","PQ-5178",3,124.7,"Consumer"
"5179","OL-5179","RS-5179","OS-005179","DZ-5179",4,27.6,"Corporate"
"5180","RS-5180","AP-5180","AS-005180","AX-5180",4,23.8,"Corporate"
"5181","CP-5181","AP-5181","ON-005181","LM-5181",5,132.5,"Consumer"
